ProcessGroup,Process,CommodityOut,SectorGroup,Sector,EnduseGroup,EndUse,TechnologyGroup,Technology
Demand,T_P_BBEVELC_HIGH,T_P_Bus,Transport,Road Transport,Bus,Bus,Battery Electric Vehicle,Battery Electric Vehicle
Demand,T_F_LTICEPET_LOW,T_F_LTrk,Transport,Road Transport,Trucks,Light Truck,Internal Combustion Engine,Internal Combustion Engine (Petrol)
Demand,T_F_LTICEPET_MED,T_F_LTrk,Transport,Road Transport,Trucks,Light Truck,Internal Combustion Engine,Internal Combustion Engine (Petrol)
Demand,T_F_LTICEPET_HIGH,T_F_LTrk,Transport,Road Transport,Trucks,Light Truck,Internal Combustion Engine,Internal Combustion Engine (Petrol)
Demand,T_F_LTICEDSL_LOW,T_F_LTrk,Transport,Road Transport,Trucks,Light Truck,Internal Combustion Engine,Internal Combustion Engine (Diesel)
Demand,T_F_LTICEDSL_MED,T_F_LTrk,Transport,Road Transport,Trucks,Light Truck,Internal Combustion Engine,Internal Combustion Engine (Diesel)
Demand,T_F_LTICEDSL_HIGH,T_F_LTrk,Transport,Road Transport,Trucks,Light Truck,Internal Combustion Engine,Internal Combustion Engine (Diesel)
Demand,T_F_LTBEVELC_LOW,T_F_LTrk,Transport,Road Transport,Trucks,Light Truck,Battery Electric Vehicle,Battery Electric Vehicle
Demand,T_F_LTBEVELC_MED,T_F_LTrk,Transport,Road Transport,Trucks,Light Truck,Battery Electric Vehicle,Battery Electric Vehicle
Demand,T_F_LTBEVELC_HIGH,T_F_LTrk,Transport,Road Transport,Trucks,Light Truck,Battery Electric Vehicle,Battery Electric Vehicle
Demand,T_F_MTICEDSL_LOW,T_F_MTrk,Transport,Road Transport,Trucks,Medium Truck,Internal Combustion Engine,Internal Combustion Engine (Diesel)
Demand,T_F_MTICEDSL_MED,T_F_MTrk,Transport,Road Transport,Trucks,Medium Truck,Internal Combustion Engine,Internal Combustion Engine (Diesel)
Demand,T_F_MTICEDSL_HIGH,T_F_MTrk,Transport,Road Transport,Trucks,Medium Truck,Internal Combustion Engine,Internal Combustion Engine (Diesel)
Demand,T_F_MTBEVELC_LOW,T_F_MTrk,Transport,Road Transport,Trucks,Medium Truck,Battery Electric Vehicle,Battery Electric Vehicle
Demand,T_F_MTBEVELC_MED,T_F_MTrk,Transport,Road Transport,Trucks,Medium Truck,Battery Electric Vehicle,Battery Electric Vehicle
Demand,T_F_MTBEVELC_HIGH,T_F_MTrk,Transport,Road Transport,Trucks,Medium Truck,Battery Electric Vehicle,Battery Electric Vehicle
Demand,T_F_HTICEDSL_LOW,T_F_HTrk,Transport,Road Transport,Trucks,Heavy Truck,Internal Combustion Engine,Internal Combustion Engine (Diesel)
Demand,T_F_HTICEDSL_MED,T_F_HTrk,Transport,Road Transport,Trucks,Heavy Truck,Internal Combustion Engine,Internal Combustion Engine (Diesel)
Demand,T_F_HTICEDSL_HIGH,T_F_HTrk,Transport,Road Transport,Trucks,Heavy Truck,Internal Combustion Engine,Internal Combustion Engine (Diesel)
Demand,T_F_HTBEVELC_LOW,T_F_HTrk,Transport,Road Transport,Trucks,Heavy Truck,Battery Electric Vehicle,Battery Electric Vehicle
Demand,T_F_HTBEVELC_MED,T_F_HTrk,Transport,Road Transport,Trucks,Heavy Truck,Battery Electric Vehicle,Battery Electric Vehicle
Demand,T_F_HTBEVELC_HIGH,T_F_HTrk,Transport,Road Transport,Trucks,Heavy Truck,Battery Electric Vehicle,Battery Electric Vehicle
Demand,T_F_DSHIPP,T_F_DSHIP,Transport,Sea Transport,Shipping,Domestic Shipping,Ship,Ship
Demand,T_F_ISHIPP,T_F_ISHIP,Transport,Sea Transport,Shipping,International Shipping,Ship,Ship
Demand,T_O_FuelJet,T_O_JET,Transport,Air Transport,Aviation,Domestic Aviation,Jet,Jet
Demand,T_O_FuelJet_Int,T_O_JET_Int,Transport,Air Transport,Aviation,International Aviation,Jet,Jet
Demand,T_R_RailDSL,T_F_Rail,Transport,Rail Transport,Rail,Freight Rail,Rail,Rail
Demand,T_R_RailELC,T_F_Rail,Transport,Rail Transport,Rail,Freight Rail,Rail,Rail
Demand,T_P_RailDSL,T_P_Rail,Transport,Rail Transport,Rail,Passenger Rail,Rail,Rail
Demand,T_P_RailELC,T_P_Rail,Transport,Rail Transport,Rail,Passenger Rail,Rail,Rail
Demand,T_P_CBEVELC_LOW,T_P_Car,Transport,Road Transport,Light vehicles,Light Passenger Vehicle,Battery Electric Vehicle,Battery Electric Vehicle
Demand,T_P_CBEVELC_MED,T_P_Car,Transport,Road Transport,Light vehicles,Light Passenger Vehicle,Battery Electric Vehicle,Battery Electric Vehicle
Demand,T_P_CBEVELC_HIGH,T_P_Car,Transport,Road Transport,Light vehicles,Light Passenger Vehicle,Battery Electric Vehicle,Battery Electric Vehicle
Demand,T_C_CBEVELC_LOW,T_C_Car,Transport,Road Transport,Light vehicles,Light Commercial Vehicle,Battery Electric Vehicle,Battery Electric Vehicle
Demand,T_C_CBEVELC_MED,T_C_Car,Transport,Road Transport,Light vehicles,Light Commercial Vehicle,Battery Electric Vehicle,Battery Electric Vehicle
Demand,T_C_CBEVELC_HIGH,T_C_Car,Transport,Road Transport,Light vehicles,Light Commercial Vehicle,Battery Electric Vehicle,Battery Electric Vehicle
Demand,T_C_CHYBDSL_LOW,T_C_Car,Transport,Road Transport,Light vehicles,Light Commercial Vehicle,Hybrid Vehicle,Hybrid Vehicle (Diesel)
Demand,T_C_CHYBDSL_MED,T_C_Car,Transport,Road Transport,Light vehicles,Light Commercial Vehicle,Hybrid Vehicle,Hybrid Vehicle (Diesel)
Demand,T_C_CHYBDSL_HIGH,T_C_Car,Transport,Road Transport,Light vehicles,Light Commercial Vehicle,Hybrid Vehicle,Hybrid Vehicle (Diesel)
Demand,T_P_CFCH2R_LOW,T_P_Car,Transport,Road Transport,Light vehicles,Light Passenger Vehicle,Hydrogen Vehicle,Hydrogen Fuel Cell
Demand,T_P_CFCH2R_MED,T_P_Car,Transport,Road Transport,Light vehicles,Light Passenger Vehicle,Hydrogen Vehicle,Hydrogen Fuel Cell
Demand,T_P_CFCH2R_HIGH,T_P_Car,Transport,Road Transport,Light vehicles,Light Passenger Vehicle,Hydrogen Vehicle,Hydrogen Fuel Cell
Demand,T_C_CFCH2R_LOW,T_C_Car,Transport,Road Transport,Light vehicles,Light Commercial Vehicle,Hydrogen Vehicle,Hydrogen Fuel Cell
Demand,T_C_CFCH2R_MED,T_C_Car,Transport,Road Transport,Light vehicles,Light Commercial Vehicle,Hydrogen Vehicle,Hydrogen Fuel Cell
Demand,T_C_CFCH2R_HIGH,T_C_Car,Transport,Road Transport,Light vehicles,Light Commercial Vehicle,Hydrogen Vehicle,Hydrogen Fuel Cell
Demand,T_F_LTFCH2R_LOW,T_F_LTrk,Transport,Road Transport,Trucks,Light Truck,Hydrogen Vehicle,Hydrogen Fuel Cell
Demand,T_F_LTFCH2R_MED,T_F_LTrk,Transport,Road Transport,Trucks,Light Truck,Hydrogen Vehicle,Hydrogen Fuel Cell
Demand,T_F_LTFCH2R_HIGH,T_F_LTrk,Transport,Road Transport,Trucks,Light Truck,Hydrogen Vehicle,Hydrogen Fuel Cell
Demand,T_F_MTFCH2R_LOW,T_F_MTrk,Transport,Road Transport,Trucks,Medium Truck,Hydrogen Vehicle,Hydrogen Fuel Cell
Demand,T_F_MTFCH2R_MED,T_F_MTrk,Transport,Road Transport,Trucks,Medium Truck,Hydrogen Vehicle,Hydrogen Fuel Cell
Demand,T_F_MTFCH2R_HIGH,T_F_MTrk,Transport,Road Transport,Trucks,Medium Truck,Hydrogen Vehicle,Hydrogen Fuel Cell
Demand,T_F_HTFCH2R_LOW,T_F_HTrk,Transport,Road Transport,Trucks,Heavy Truck,Hydrogen Vehicle,Hydrogen Fuel Cell
Demand,T_F_HTFCH2R_MED,T_F_HTrk,Transport,Road Transport,Trucks,Heavy Truck,Hydrogen Vehicle,Hydrogen Fuel Cell
Demand,T_F_HTFCH2R_HIGH,T_F_HTrk,Transport,Road Transport,Trucks,Heavy Truck,Hydrogen Vehicle,Hydrogen Fuel Cell
Demand,T_P_BFCH2R_LOW,T_P_Bus,Transport,Road Transport,Bus,Bus,Hydrogen Vehicle,Hydrogen Fuel Cell
Demand,T_P_BFCH2R_MED,T_P_Bus,Transport,Road Transport,Bus,Bus,Hydrogen Vehicle,Hydrogen Fuel Cell
Demand,T_P_BFCH2R_HIGH,T_P_Bus,Transport,Road Transport,Bus,Bus,Hydrogen Vehicle,Hydrogen Fuel Cell
Demand,T_P_CPHEVDSL_LOW,T_P_Car,Transport,Road Transport,Light vehicles,Light Passenger Vehicle,Plug-in Hybrid Vehicle,Plug-in Hybrid Vehicle (Diesel)
Demand,T_P_CPHEVDSL_MED,T_P_Car,Transport,Road Transport,Light vehicles,Light Passenger Vehicle,Plug-in Hybrid Vehicle,Plug-in Hybrid Vehicle (Diesel)
Demand,T_P_CPHEVDSL_HIGH,T_P_Car,Transport,Road Transport,Light vehicles,Light Passenger Vehicle,Plug-in Hybrid Vehicle,Plug-in Hybrid Vehicle (Diesel)
Demand,T_C_CPHEVDSL_LOW,T_C_Car,Transport,Road Transport,Light vehicles,Light Commercial Vehicle,Plug-in Hybrid Vehicle,Plug-in Hybrid Vehicle (Diesel)
Demand,T_C_CPHEVDSL_MED,T_C_Car,Transport,Road Transport,Light vehicles,Light Commercial Vehicle,Plug-in Hybrid Vehicle,Plug-in Hybrid Vehicle (Diesel)
Demand,T_C_CPHEVDSL_HIGH,T_C_Car,Transport,Road Transport,Light vehicles,Light Commercial Vehicle,Plug-in Hybrid Vehicle,Plug-in Hybrid Vehicle (Diesel)
Demand,RES-DD-ELC-L_FLUOR-LIGHT,DD-LIGHT,Residential,Detached Dwelling,Electronics and Lighting,Lighting,Electronics and Lights,Fluorescent
Demand,RES-JD-ELC-L_FLUOR-LIGHT,JD-LIGHT,Residential,Joined Dwelling,Electronics and Lighting,Lighting,Electronics and Lights,Fluorescent
Demand,RES-DD-ELC-IT_ENT-ELCTR,DD-ELCTR,Residential,Detached Dwelling,Electronics and Lighting,Electronics and Other Electrical Uses,Electronics and Lights,IT and Entertainment
Demand,RES-JD-ELC-IT_ENT-ELCTR,JD-ELCTR,Residential,Joined Dwelling,Electronics and Lighting,Electronics and Other Electrical Uses,Electronics and Lights,IT and Entertainment
Demand,RES-DD-ELC-L_INCAN-LIGHT,DD-LIGHT,Residential,Detached Dwelling,Electronics and Lighting,Lighting,Electronics and Lights,Incandescent/Halogen
Demand,RES-JD-ELC-L_INCAN-LIGHT,JD-LIGHT,Residential,Joined Dwelling,Electronics and Lighting,Lighting,Electronics and Lights,Incandescent/Halogen
Demand,RES-DD-ELC-L_LED-LIGHT,DD-LIGHT,Residential,Detached Dwelling,Electronics and Lighting,Lighting,Electronics and Lights,LED
Demand,RES-JD-ELC-L_LED-LIGHT,JD-LIGHT,Residential,Joined Dwelling,Electronics and Lighting,Lighting,Electronics and Lights,LED
Demand,RES-DD-ELC-CDRY-C_DRY,DD-C_DRY,Residential,Detached Dwelling,Heating/Cooling,"Low Temperature Heat (<100 C), Clothes Drying",Heat/Cooling Devices,Clothes Dryer
Demand,RES-JD-ELC-CDRY-C_DRY,JD-C_DRY,Residential,Joined Dwelling,Heating/Cooling,"Low Temperature Heat (<100 C), Clothes Drying",Heat/Cooling Devices,Clothes Dryer
Demand,RES-DD-ELC-CWASH-C_WASH,DD-C_WASH,Residential,Detached Dwelling,Heating/Cooling,"Low Temperature Heat (<100 C), Clothes Washing",Heat/Cooling Devices,Clothes Washers
Demand,RES-JD-ELC-CWASH-C_WASH,JD-C_WASH,Residential,Joined Dwelling,Heating/Cooling,"Low Temperature Heat (<100 C), Clothes Washing",Heat/Cooling Devices,Clothes Washers
Demand,RES-DD-ELC-COOK-CH_INT,DD-CH_INT,Residential,Detached Dwelling,Heating/Cooling,"Intermediate Heat (100-300 C), Cooking",Heat/Cooling Devices,"Cooking Appliances, Residential Only (Cooktops/Microwaves/Ovens/Uprights)  "
Demand,RES-JD-ELC-COOK-CH_INT,JD-CH_INT,Residential,Joined Dwelling,Heating/Cooling,"Intermediate Heat (100-300 C), Cooking",Heat/Cooling Devices,"Cooking Appliances, Residential Only (Cooktops/Microwaves/Ovens/Uprights)  "
Demand,RES-DD-ELC-DWASH-D_WASH,DD-D_WASH,Residential,Detached Dwelling,Heating/Cooling,"Low Temperature Heat (< 100 C), Dishwashers",Heat/Cooling Devices,Dishwashers
Demand,RES-JD-ELC-DWASH-D_WASH,JD-D_WASH,Residential,Joined Dwelling,Heating/Cooling,"Low Temperature Heat (< 100 C), Dishwashers",Heat/Cooling Devices,Dishwashers
Demand,RES-DD-ELC-HPUMP_C-S_COOL,DD-S_COOL,Residential,Detached Dwelling,Heating/Cooling,Space Cooling,Heat/Cooling Devices,Heat Pump (for Cooling)
Demand,RES-JD-ELC-HPUMP_C-S_COOL,JD-S_COOL,Residential,Joined Dwelling,Heating/Cooling,Space Cooling,Heat/Cooling Devices,Heat Pump (for Cooling)
Demand,RES-DD-ELC-HPSH-S_HEAT,DD-S_HEAT,Residential,Detached Dwelling,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Heat/Cooling Devices,Heat Pump (for Heating)
Demand,RES-DD-ELC-HWATER_C-WH_LOW,DD-WH_LOW,Residential,Detached Dwelling,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Heat/Cooling Devices,Hot Water Cylinder
Demand,RES-JD-ELC-HWATER_C-WH_LOW,JD-WH_LOW,Residential,Joined Dwelling,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Heat/Cooling Devices,Hot Water Cylinder
Demand,RES-DD-ELC-RES_MISC-ELCTR,DD-ELCTR,Residential,Detached Dwelling,Electronics and Lighting,Electronics and Other Electrical Uses,Heat/Cooling Devices,"Misc, Residential Only (Battery chargers, Pools, Pumps)  "
Demand,RES-JD-ELC-RES_MISC-ELCTR,JD-ELCTR,Residential,Joined Dwelling,Electronics and Lighting,Electronics and Other Electrical Uses,Heat/Cooling Devices,"Misc, Residential Only (Battery chargers, Pools, Pumps)  "
Demand,RES-DD-ELC-FRIDG-FRIDG,DD-FRIDG,Residential,Detached Dwelling,Heating/Cooling,Refrigeration,Heat/Cooling Devices,Refrigeration Systems
Demand,RES-JD-ELC-FRIDG-FRIDG,JD-FRIDG,Residential,Joined Dwelling,Heating/Cooling,Refrigeration,Heat/Cooling Devices,Refrigeration Systems
Demand,RES-DD-ELC-HEATR-S_HEAT,DD-S_HEAT,Residential,Detached Dwelling,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Heat/Cooling Devices,Resistance Heater
Demand,RES-DD-COA-HEATR_C-S_HEAT,DD-S_HEAT,Residential,Detached Dwelling,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Heat/Cooling Devices,"Coal Heaters, Residential Only  "
Demand,RES-DD-DSL-ICENG-MTV_MOB,DD-MTV_MOB,Residential,Detached Dwelling,Mobile Motive Power,"Motive Power, Mobile",Mobile Motors,Internal Combustion Engine (Recreational Marine)  
Demand,RES-JD-DSL-ICENG-MTV_MOB,JD-MTV_MOB,Residential,Joined Dwelling,Mobile Motive Power,"Motive Power, Mobile",Mobile Motors,Internal Combustion Engine (Recreational Marine)  
Demand,RES-DD-LPG-BURNR-S_HEAT,DD-S_HEAT,Residential,Detached Dwelling,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Heat/Cooling Devices,Burner (Direct Heat)
Demand,RES-DD-LPG-COOK-CH_INT,DD-CH_INT,Residential,Detached Dwelling,Heating/Cooling,"Intermediate Heat (100-300 C), Cooking",Heat/Cooling Devices,"Cooking Appliances, Residential Only (Cooktops/Microwaves/Ovens/Uprights)  "
Demand,RES-JD-LPG-COOK-CH_INT,JD-CH_INT,Residential,Joined Dwelling,Heating/Cooling,"Intermediate Heat (100-300 C), Cooking",Heat/Cooling Devices,"Cooking Appliances, Residential Only (Cooktops/Microwaves/Ovens/Uprights)  "
Demand,RES-DD-LPG-HWATER_G-WH_LOW,DD-WH_LOW,Residential,Detached Dwelling,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Heat/Cooling Devices,Gas Water Heater
Demand,RES-JD-LPG-HWATER_G-WH_LOW,JD-WH_LOW,Residential,Joined Dwelling,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Heat/Cooling Devices,Gas Water Heater
Demand,RES-DD-NGA-BURNR-S_HEAT,DD-S_HEAT,Residential,Detached Dwelling,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Heat/Cooling Devices,Burner (Direct Heat)
Demand,RES-DD-NGA-COOK-CH_INT,DD-CH_INT,Residential,Detached Dwelling,Heating/Cooling,"Intermediate Heat (100-300 C), Cooking",Heat/Cooling Devices,"Cooking Appliances, Residential Only (Cooktops/Microwaves/Ovens/Uprights)  "
Demand,RES-JD-NGA-COOK-CH_INT,JD-CH_INT,Residential,Joined Dwelling,Heating/Cooling,"Intermediate Heat (100-300 C), Cooking",Heat/Cooling Devices,"Cooking Appliances, Residential Only (Cooktops/Microwaves/Ovens/Uprights)  "
Demand,RES-DD-NGA-HWATER_G-WH_LOW,DD-WH_LOW,Residential,Detached Dwelling,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Heat/Cooling Devices,Gas Water Heater
Demand,RES-JD-NGA-HWATER_G-WH_LOW,JD-WH_LOW,Residential,Joined Dwelling,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Heat/Cooling Devices,Gas Water Heater
Demand,RES-DD-PET-ICENG-MTV_MOB,DD-MTV_MOB,Residential,Detached Dwelling,Mobile Motive Power,"Motive Power, Mobile",Mobile Motors,Internal Combustion Engine (Recreational Marine)  
Demand,RES-JD-PET-ICENG-MTV_MOB,JD-MTV_MOB,Residential,Joined Dwelling,Mobile Motive Power,"Motive Power, Mobile",Mobile Motors,Internal Combustion Engine (Recreational Marine)  
Demand,RES-DD-WOD-BURNR-S_HEAT,DD-S_HEAT,Residential,Detached Dwelling,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Heat/Cooling Devices,Burner (Direct Heat)
Demand,RES-DD-WOD-BURNR_W-WH_LOW,DD-WH_LOW,Residential,Detached Dwelling,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Heat/Cooling Devices,"Burner, with Wetback"
Demand,RES-JD-WOD-BURNR_W-WH_LOW,JD-WH_LOW,Residential,Joined Dwelling,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Heat/Cooling Devices,"Burner, with Wetback"
Demand,CHEM-ELC-ELCTR-ELCTR,CHEM-ELCTR-ELCTR,Industry,Chemicals (excl. Urea and Methanol),Electronics and Lighting,Electronics and Other Electrical Uses,Electronics and Lights,Electronics
Demand,CHEM-ELC-LIGHT-LIGHT,CHEM-LIGHT-LIGHT,Industry,Chemicals (excl. Urea and Methanol),Electronics and Lighting,Lighting,Electronics and Lights,Lights
Demand,CHEM-FOL-BOILR-PH_HIGH,CHEM-BOILR-PH_HIGH,Industry,Chemicals (excl. Urea and Methanol),Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Heat/Cooling Devices,Boiler Systems
Demand,CHEM-NGA-BOILR-PH_HIGH,CHEM-BOILR-PH_HIGH,Industry,Chemicals (excl. Urea and Methanol),Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Heat/Cooling Devices,Boiler Systems
Demand,CHEM-NGA-BURNR-PH_HIGH,CHEM-BURNR-PH_HIGH,Industry,Chemicals (excl. Urea and Methanol),Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Heat/Cooling Devices,Burner (Direct Heat)
Demand,CHEM-FOL-FURNC-PH_HIGH,CHEM-FURNC-PH_HIGH,Industry,Chemicals (excl. Urea and Methanol),Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Heat/Cooling Devices,Furnace/Kiln
Demand,CHEM-FOL-FURNC-PH_INT,CHEM-FURNC-PH_INT,Industry,Chemicals (excl. Urea and Methanol),Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Furnace/Kiln
Demand,CHEM-NGA-FURNC-PH_INT,CHEM-FURNC-PH_INT,Industry,Chemicals (excl. Urea and Methanol),Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Furnace/Kiln
Demand,CHEM-ELC-HPSH-SH_LOW,CHEM-SH_LOW,Industry,Chemicals (excl. Urea and Methanol),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Heat/Cooling Devices,Heat Pump (space heating)
Demand,CHEM-NGA-HPSH-SH_LOW,CHEM-SH_LOW,Industry,Chemicals (excl. Urea and Methanol),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Heat/Cooling Devices,Heat Pump (space heating)
Demand,CHEM-ELC-HEATR-PH_INT,CHEM-HEATR-PH_INT,Industry,Chemicals (excl. Urea and Methanol),Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Resistance Heater
Demand,CHEM-ELC-MOTOR-MTV_STA,CHEM-MOTOR-MTV_STA,Industry,Chemicals (excl. Urea and Methanol),Stationary Motive Power,"Motive Power, Stationary",Stationary Motors,Electric Motor
Demand,CNST-ELC-ELCTR-ELCTR,CNST-ELCTR-ELCTR,Industry,Construction,Electronics and Lighting,Electronics and Other Electrical Uses,Electronics and Lights,Electronics
Demand,CNST-ELC-LIGHT-LIGHT,CNST-LIGHT-LIGHT,Industry,Construction,Electronics and Lighting,Lighting,Electronics and Lights,Lights
Demand,CNST-ELC-HEATR-SH_LOW,CNST-SH_LOW,Industry,Construction,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Heat/Cooling Devices,Resistance Heater
Demand,CNST-DSL-ICENG-MTV_MOB,CNST-ICENG-MTV_MOB,Industry,Construction,Mobile Motive Power,"Motive Power, Mobile",Mobile Motors,Internal Combustion Engine (Land Transport)
Demand,CNST-NGA-ICENG-MTV_MOB,CNST-ICENG-MTV_MOB,Industry,Construction,Mobile Motive Power,"Motive Power, Mobile",Mobile Motors,Internal Combustion Engine (Land Transport)
Demand,CNST-PET-ICENG-MTV_MOB,CNST-ICENG-MTV_MOB,Industry,Construction,Mobile Motive Power,"Motive Power, Mobile",Mobile Motors,Internal Combustion Engine (Land Transport)
Demand,CNST-ELC-MOTOR-MTV_STA,CNST-MOTOR-MTV_STA,Industry,Construction,Stationary Motive Power,"Motive Power, Stationary",Stationary Motors,Electric Motor
Demand,CNST-DSL-ENGIN-MTV_STA,CNST-ENGIN-MTV_STA,Industry,Construction,Stationary Motive Power,"Motive Power, Stationary",Stationary Motors,Stationary Engine
Demand,CNST-PET-ENGIN-MTV_STA,CNST-ENGIN-MTV_STA,Industry,Construction,Stationary Motive Power,"Motive Power, Stationary",Stationary Motors,Stationary Engine
Demand,DARY-ELC-ACOMP-COMP_AIR,DARY-ACOMP-COMP_AIR,Industry,Dairy,Electronics and Lighting,Compressed Air,Electronics and Lights,Air Compressors
Demand,DARY-ELC-FAN-FAN,DARY-FAN-FAN,Industry,Dairy,Electronics and Lighting,Fans,Electronics and Lights,Fan Systems
Demand,DARY-ELC-LIGHT-LIGHT,DARY-LIGHT-LIGHT,Industry,Dairy,Electronics and Lighting,Lighting,Electronics and Lights,Lights
Demand,DARY-COA-BOILR-PH_INT,DARY-BOILR-PH_INT,Industry,Dairy,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Boiler Systems
Demand,DARY-NGA-BOILR-PH_INT,DARY-BOILR-PH_INT,Industry,Dairy,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Boiler Systems
Demand,DARY-WOD-BOILR-PH_INT,DARY-BOILR-PH_INT,Industry,Dairy,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Boiler Systems
Demand,DARY-COA-BOILR-PH_LOW,DARY-BOILR-PH_LOW,Industry,Dairy,Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Heat/Cooling Devices,Boiler Systems
Demand,DARY-NGA-BOILR-PH_LOW,DARY-BOILR-PH_LOW,Industry,Dairy,Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Heat/Cooling Devices,Boiler Systems
Demand,DARY-COA-BOILR-WH_LOW,DARY-BOILR-WH_LOW,Industry,Dairy,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Heat/Cooling Devices,Boiler Systems
Demand,DARY-NGA-BOILR-WH_LOW,DARY-BOILR-WH_LOW,Industry,Dairy,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Heat/Cooling Devices,Boiler Systems
Demand,DARY-ELC-HVAC-SH_LOW,DARY-SH_LOW,Industry,Dairy,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Heat/Cooling Devices,HVAC
Demand,DARY-GEO-HEATX-PH_INT,DARY-HEATX-PH_INT,Industry,Dairy,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Heat Exchangers
Demand,DARY-GEO-HEATX-WH_LOW,DARY-HEATX-WH_LOW,Industry,Dairy,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Heat/Cooling Devices,Heat Exchangers
Demand,DARY-ELC-FRIDG-FRIDG,DARY-FRIDG-FRIDG,Industry,Dairy,Heating/Cooling,Refrigeration,Heat/Cooling Devices,Refrigeration Systems
Demand,DARY-ELC-MOTOR-MTV_STA,DARY-MOTOR-MTV_STA,Industry,Dairy,Stationary Motive Power,"Motive Power, Stationary",Stationary Motors,Electric Motor
Demand,DARY-ELC-PUMP-PUMP,DARY-PUMP-PUMP,Industry,Dairy,Stationary Motive Power,Pumping,Stationary Motors,"Pump Systems (for Fluids, etc.)"
Demand,FOOD-ELC-ACOMP-COMP_AIR,FOOD-ACOMP-COMP_AIR,Industry,Food and Beverage,Electronics and Lighting,Compressed Air,Electronics and Lights,Air Compressors
Demand,FOOD-ELC-ELCTR-ELCTR,FOOD-ELCTR-ELCTR,Industry,Food and Beverage,Electronics and Lighting,Electronics and Other Electrical Uses,Electronics and Lights,Electronics
Demand,FOOD-ELC-LIGHT-LIGHT,FOOD-LIGHT-LIGHT,Industry,Food and Beverage,Electronics and Lighting,Lighting,Electronics and Lights,Lights
Demand,FOOD-DSL-BOILR-PH_INT,FOOD-BOILR-PH_INT,Industry,Food and Beverage,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Boiler Systems
Demand,FOOD-ELC-BOILR-PH_INT,FOOD-BOILR-PH_INT,Industry,Food and Beverage,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Boiler Systems
Demand,FOOD-LPG-BOILR-PH_INT,FOOD-BOILR-PH_INT,Industry,Food and Beverage,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Boiler Systems
Demand,FOOD-NGA-BOILR-PH_INT,FOOD-BOILR-PH_INT,Industry,Food and Beverage,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Boiler Systems
Demand,FOOD-WOD-BOILR-PH_INT,FOOD-BOILR-PH_INT,Industry,Food and Beverage,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Heat/Cooling Devices,Boiler Systems
Demand,FOOD-NGA-BOILR-PH_LOW,FOOD-BOILR-PH_LOW,Industry,Food and Beverage,Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Heat/Cooling Devices,Boiler Systems
Demand,FOOD-NGA-BOILR-WH_LOW,FOOD-BOILR-WH_LOW,Industry,Food and Beverage,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Heat/Cooling Devices,Boiler Systems
